,ACRV1,ACSM3,ACTL8,ACVR1B,ADCY2,ADCYAP1,ADH6,ADORA1,ADRA1A,AFF2,AFF3,AHSG,AKAP6,AKT2,ALB,ALDH3B2,ALDOB,ALK,AMHR2,AMMECR1,ANGPT1,AP4E1,APC,APOB,APOBEC1,AR,ARHGAP11A,ARHGEF12,ARHGEF16,ART1,ARVCF,ASCL1,ASF1B,ASIP,ASPM,ATF7,ATP2B2,ATP4B,ATP6V0A2,ATP8A2,ATXN3,AURKB,AVPR1A,B4GALNT1,B4GALT6,BARX2,BCL2,BIRC5,BLM,BMP10,BMP5,BRAF,BRCA2,BRS3,BRWD1,BTC,BUB1,BUB1B,CACNB4,CALCB,CAPN6,CASP2,CASR,CBL,CCKAR,CCNA2,CCNB2,CCNE1,CCNE2,CCNF,CCR3,CCR4,CDC14A,CDC20,CDC25A,CDC25C,CDC27,CDC5L,CDC6,CDC7,CDH1,CDH6,CDH8,CDK5R1,CDK6,CDKL1,CDKL2,CDT1,CEACAM5,CENPA,CENPE,CENPF,CENPI,CEP152,CFTR,CHAF1A,CHAF1B,CHEK1,CHRNA6,CHUK,CIITA,CLCN5,CLDN18,CLEC4M,COL14A1,COL19A1,CPA1,CPSF6,CPT1A,CR1,CREBBP,CTNND2,CTSE,CTSG,CUL2,CYP11B1,CYP21A2,CYP24A1,CYP27B1,CYP2A7,CYP2C9,CYP3A4,CYP3A7,CYP4F2,DAZL,DBT,DCT,DDC,DDX6,DLG1,DLX4,DNMT1,DSG1,DTNA,DTYMK,E2F1,EGFR,ELAVL2,ELK4,ELOVL6,EP300,EPB42,EPHA5,EPHB1,EPHB2,EPHB3,EPYC,ERBB3,ERBB4,ERCC2,ERCC4,ESPL1,ESR1,ETV1,ETV3,EXO1,EXPH5,F2,F2RL3,FANCC,FANCG,FANCI,FASLG,FBP2,FEV,FGB,FGFR2,FGFR4,FGL1,FLT1,FLT4,FMO3,FOLH1,FSHR,FUT3,GAB1,GAD2,GALNT3,GCG,GDF11,GFAP,GHRH,GHRHR,GLP1R,GLRA3,GML,GPD2,GPLD1,GPR19,GPSM2,GRIK1,GRIN2A,GRIN2B,GRM5,GRP,GUCA1A,GUCY2C,GYPA,GYPB,GYPE,HELLS,HNF4A,HOXB13,HOXB3,HOXC11,HOXD4,HOXD9,HSD3B2,HTR1B,HTR1E,HTR2A,HTR2C,HTR4,IL17A,IL1A,IL3,IL4,IL5,IL9,ISL1,ITGA2,ITGB3,ITIH1,ITSN1,KALRN,KCNJ10,KCNMA1,KCNV2,KIF11,KIF14,KIF23,KIF2C,KIFC1,KISS1,KLK3,KLKB1,KNG1,KRT1,KRT2,KRT33B,KRT76,KRT86,LBP,LIG1,LIG3,LIPC,LIPF,LLGL1,LMNB1,LMNB2,LRP2,LRP6,MAD2L1,MAGEC1,MAP2,MAPK10,MATN3,MB,MC2R,MC5R,MCM3,MDM2,MDM4,MELK,MEP1B,METAP2,MKI67,MLANA,MLLT10,MMP12,MMP16,MNAT1,MOBP,MON2,MPHOSPH9,MPP2,MPZ,MSH2,MSX2,MTMR7,MUC1,MUC4,MYB,MYBL2,MYEF2,MYH3,MYO7A,NCAPH,NCOA2,NEBL,NEK2,NF1,NGFR,NHLH2,NOVA1,NPHP1,NPR3,NPY2R,NPY6R,NR2C1,NR2F6,NR6A1,NRCAM,NRP2,NTRK2,NTRK3,ODF1,OPCML,OPRM1,OR2H1,OR7A5,PAH,PAX6,PAX9,PCM1,PCNA,PDE10A,PDE3A,PDE6A,PDX1,PHOX2B,PHTF2,PIGR,PIK3C2G,PIK3R3,PKMYT1,PKN2,PLG,PLK1,PLK4,PLS1,PNLIPRP1,PNLIPRP2,POLA1,POLD1,POLE2,PPM1E,PPP2R1B,PPP2R5E,PRIM1,PRKACA,PRL,PRLR,PROX1,PROZ,PRPS1L1,PRTN3,PSG1,PSPC1,PTGER3,PTK7,PTPN21,PTTG1,RAD51,RAD54L,RB1,RBBP7,RBBP8,RBL1,REG1A,REG1B,REL,RFC3,RFC4,RFC5,RGS7,RNF8,ROS1,RPH3A,RPS6KA5,RREB1,RRM2,RSC1A1,RUNX1T1,RXRG,RYR3,SCN7A,SCNN1G,SEMA6A,SERPINA4,SERPINB5,SERPINC1,SHMT1,SIM1,SIM2,SIX6,SLC10A1,SLC10A2,SLC12A3,SLC15A1,SLC17A1,SLC17A3,SLC1A2,SLC2A1,SLC30A3,SLC34A1,SLC4A4,SLC6A2,SLC6A4,SLC6A5,SLC7A2,SLC8A1,SMAD5,SMC2,SOX11,SOX12,SOX5,SP1,SP4,SPC25,SPRR2C,SPTA1,SSTR3,SSX3,STIL,STK4,STXBP5L,SULT2B1,T,TACR1,TAF5,TAT,TBR1,TBX5,TEP1,TERF1,TERT,TFAP2A,TFDP1,TGFBR1,THPO,THRA,TIMELESS,TJP1,TLL1,TOP2A,TOPBP1,TP53,TPD52,TPO,TPX2,TRAIP,TRH,TRIM10,TROAP,TRPM1,TSHB,TSHR,TTF2,TYR,UBE2C,UBE3A,WEE1,WISP1,WNT1,WNT10B,WNT2,WWOX,XDH,XRCC2,XYLB,ZMYND8,ZNF141,ZNF157,ZNF37A,ZNF79,ZP2,ZWINT,
AFF3,0,0,0,0,0,0,0,0,0,0,-4.844587803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.746847515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AHSG,0,0,0,0,0,0.386781814,0,0,0,0,-1.10346971,0,0,0,0,0,0,1.032578746,-0.53992671,0,0,0,0,0,0,-0.862475554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.295025006,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.690275747,0,0,0,0,0,0,0.802342796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008203864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727375171,0,0,0,0.399044681,0,0,0,0,0,0,0.51269188,0,0,0,0,-0.438954453,0,0,0,-0.818199007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938783157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114929051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200880467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574696678,1.230791428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634343953,0,0,0,0,0,0,0,0,0,0,0,0,1.274346108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.499720143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135233539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830599961,0,0,0,0.367458792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365428444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.76591659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
AKAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0,0,1.633130808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.818160265,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.323511434,0,0,0,0,0,0,0,1.203183423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.309348231,0,0,0,0,0,1.831721322,0,0,0,0,0,0,0,-0.924027764,0,0,0,0,0,0,0,1.725398707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.745482857,0,0,0,0,0,0,0,0,0,1.010059416,0,-1.011281623,0,0.744314782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362407409,0,0,0,-0.077954865,1.305447082,0,0,0,0,0,0,0,0,0,0,-2.726338493,0,0,0,-1.410795419,0,0,0,0,0,0,0,0,0,0,0,0,-1.475813136,0,0,0,0,0,0,0.901846348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735696794,0,0,0,0,-1.366710232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.189804655,0,0,0,0,0,-2.872985444,0,0,0,1.608128462,0,0,0,0,0,0,0,0,-1.317756048,0,2.229726727,0,0,0,-1.118600603,0,0,0,0,0,0,1.64414995,0,0,0,0,0,1.563753148,0,0,0,0,0,0,0,0,-0.960200899,0,0,0,0,2.894989588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057664036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.691293787,0,-0.190854747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47598577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.961139614,0,0,0,0,0,0,0,0,0,0,0.537999356,0,0,0,0,0,0,0,0,0,0,0,-1.422141491,0,0,0,0,0,0,0,0.523327534,0,0,0,0,0,-0.999468164,0,0,0,0,0,0,0,1.90264942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
ALDH3B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412844992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMHR2,0,0,0,0,0,0,0,0,0,0,0,-1.129165838,0,0,0,0,0,0,0,0,0,0,0,-2.189792334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51049889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.095557566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304952381,0,0,-3.656116981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.395724203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.163627797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.159691586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.294897504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.279659321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
AMMECR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,0,0,-0.204881753,0,0,0,0,0.67588503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357879194,0,0,0,0,0,0,0,-1.244913364,0,0,0,0,0,0,0,0,0,0,0,0,-0.745089498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.766120643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359711184,0,0,0,0,0,0,0,0,-1.279016909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852269243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595233228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.059960001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.191570231,0,0,0,0,0,0,0,0,0,0,0,0,-1.116985422,0,0,0,0,0,0,0,0,0,0,1.074790962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945971251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.829076631,0,1.055704261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498510939,0,0,0,0,0,0,-0.76192419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
